,Date,Tow_number,Site,Project.Site.Name,Habitat,Distance_m,Distance_km_speed_duration_calc,Depth_m,Temp_C,Sal_ppt,num_ops_tau,num_hyp_hen,num_car_bar,num_opi_ogl,num_chi_sch,num_anc_spp,num_gerreidae,num_ort_chr,num_lut_chr,num_lut_gri,num_lut_syn,num_mon_his,num_par_alb,num_pom_sal,num_bai_chr,num_lei_xan,num_cen_str,num_myc_mic,num_arc_pro,num_dip_hol,num_lag_rho,num_sph_spp,num_syg_spp,num_syo_foe,num_sph_mac,num_das_ame,num_lip_spp,num_ach_spi,num_cal_sap,num_por_spp,num_toz_car,num_pal_spp,num_pen_azt,num_pen_spp,num_shrimp,num_aplysiidae
1,20190522,1,"Back sound, NC",C7,creek,139,0.1333,1,25.8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438848921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20190522,2,"Back sound, NC",C7,creek,144,0.1433,1,25.9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20190522,1,"Back sound, NC",SG12,seagrass,108,0.1067,0.4,24.6,36,0,0,0,0,0,0.925925926,0,6.481481481,0,0,0,0,0.925925926,0,0.925925926,0,0,0,0,1.851851852,168.5185185,0,0,0,0,0,0,0,2.777777778,0,0,0,0,0,0,0
4,20190522,2,"Back sound, NC",SG12,seagrass,118,0.1167,0.4,24.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0.847457627,76.27118644,0.847457627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20190522,1,"Back sound, NC",SG10,seagrass,115,0.1133,0.5,25.4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20190522,2,"Back sound, NC",SG10,seagrass,118,0.1167,0.5,25.4,36,0,0,0,0,0,5.084745763,0,3.389830508,0,0,0,0.847457627,0.847457627,0,0,1.694915254,0,0,0,0,86.44067797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20190522,1,"Back sound, NC",MF2,mudflat,126,0.1233,0.5,25.4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20190522,2,"Back sound, NC",MF2,mudflat,129,0.1167,0.5,25.4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20190625,1,"Back sound, NC",SG4,seagrass,152,0.1333,1,28.9,35,0,0,0,0,0,0,0,6.578947368,0,0,0,1.973684211,0.657894737,0,0,0,0,0,0,1.315789474,106.5789474,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0.657894737
10,20190625,2,"Back sound, NC",SG4,seagrass,209,0.1933,1,28.9,35,0.956937799,0.4784689,0.4784689,0,0,0.4784689,0,42.58373206,0,0,0,3.349282297,0,0,0,5.741626794,0,0,0,20.57416268,509.569378,4.784688995,0,0,0,0,0,0,0.4784689,0,0,0,0,0,0,0
11,20190625,1,"Back sound, NC",SG2,seagrass,157,0.15,1,29.4,35,0,0,0,0,0,0.636942675,0,22.92993631,0,0,0,3.821656051,3.184713376,0,4.458598726,0,0,0,0,5.732484076,437.5796178,1.27388535,0,0,0,0.636942675,0,0,3.821656051,0,0,0,0,0,0,0
12,20190625,2,"Back sound, NC",SG2,seagrass,109,0.1018,0.75,29.4,35,0,0,0,0,0,0,0,7.339449541,0,0,0,2.752293578,0,0,0,5.504587156,0,0,0,7.339449541,222.9357798,0,0,0,0,0,0,0,0.917431193,0,0,0,0,0,0,0
13,20190625,1,"Back sound, NC",C2,creek,147,0.1433,1,29.6,35,0,0,0,0,0,0,0,0,0,0,0,0.680272109,0,0,0,0,0,0,0,0.680272109,5.442176871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20190625,2,"Back sound, NC",C2,creek,150,0.1433,2,29.6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,20190625,1,"Back sound, NC",MF1,mudflat,143,0.14,1,28.6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20190625,2,"Back sound, NC",MF1,mudflat,137,0.13,1.25,28.6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,20190710,1,"Core Sound, NC",CB,creek,129,0.1,0.5,27.5,36,0,0,0,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0.775193798,0,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,20190710,2,"Core Sound, NC",CB,creek,126,0.1,0.8,28,36,0,0,0,0,0,1.587301587,3.174603175,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,6.349206349,0,0,0,0,0,0,0,0,0,0,0,6.349206349,0,0,0
19,20190710,1,"Core Sound, NC",SB,seagrass,129,0.1,0.5,27.5,36,0,0,0,0,0.775193798,0,1.550387597,59.68992248,0,0,0,0,0.775193798,0,1.550387597,0,0,0,3.100775194,0,94.57364341,0,1.550387597,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20190710,2,"Core Sound, NC",SB,seagrass,126,0.1,0.8,28,36,0,0,0,0,0,0,0,69.84126984,0,0,0,2.380952381,2.380952381,0,23.01587302,3.174603175,0,0,0.793650794,0,174.6031746,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20190710,1,"Core Sound, NC",SC,creek,169,0.2,0.8,28.2,36,0,0,0,0,0,0,0,64.49704142,0,0,0,0,1.775147929,0,1.775147929,0,0,0,0,0,179.8816568,0,1.183431953,0,0,0,0,0,1.183431953,0,0,0,0,0,0,0
22,20190710,2,"Core Sound, NC",SC,creek,113,0.2,0.5,28.2,36,0,0,0,0,0,0,2.654867257,51.32743363,0,0,0,8.849557522,2.654867257,0,38.9380531,0,0,0,0,0,221.2389381,0,0,0,0.884955752,0,0,0,3.539823009,0,0,4.424778761,0,0,0,0
23,20190710,1,"Core Sound, NC",MA,mudflat,137,0.1,0.8,28.8,35,0,0,0,0,0,5.109489051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,20190710,2,"Core Sound, NC",MA,mudflat,127,0.1,1,28.8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,20190725,1,"Back sound, NC",SG6,seagrass,134,0.13,0.8,26.8,37,0,0,0,0,0,5.223880597,2.23880597,41.04477612,0,0,0,1.492537313,0,0,2.23880597,23.13432836,0,0,0,0,229.1044776,0,0,0.746268657,0.746268657,0,1.492537313,0,12.68656716,0,0,0,1.492537313,0,0,0
26,20190725,2,"Back sound, NC",SG6,seagrass,177,0.1667,0.8,26.8,37,0,0.564971751,0,0.564971751,0,1.694915254,1.694915254,17.51412429,0,0,0,2.259887006,0,0,0.564971751,42.37288136,0,0,0,0,148.0225989,0,0.564971751,0,0,0,0,0,3.389830508,0,0,0,0.564971751,0,0,0
27,20190725,1,"Back sound, NC",SG9,seagrass,142,0.1333,0.9,26.9,36,0,0,0,0,0,32.3943662,0,41.54929577,0,0,0,2.112676056,1.408450704,0.704225352,23.23943662,0,0,0,0,0.704225352,320.4225352,0,0,0,0,0,0,0,9.85915493,0,0,2.112676056,1.408450704,0,0,0
28,20190725,2,"Back sound, NC",SG9,seagrass,131,0.13,0.7,26.9,36,0,0,0,0,0,16.79389313,0,41.98473282,0,0,0,0,0,0,9.923664122,3.816793893,0,0,1.526717557,1.526717557,344.2748092,0,0,0,0,0,0,0,9.160305344,0,0,2.290076336,0,0,0.763358779,0
29,20190725,1,"Back sound, NC",MF7,mudflat,120,0.1167,0.6,27.3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20190725,2,"Back sound, NC",MF7,mudflat,161,0.1567,0.6,27.3,36,0,0,0,0.621118012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,20190725,1,"Back sound, NC",C8,creek,103,0.1033,0.7,28.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20190725,2,"Back sound, NC",C8,creek,84,0.08,0.9,28.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,20190808,1,"Back sound, NC",C4,creek,106,0.1,1,29.8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,20190808,2,"Back sound, NC",C4,creek,160,0.2,2,29.8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,20190812,1,"Back sound, NC",C5,creek,109,0.1,0.5,NA,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,20190812,2,"Back sound, NC",C5,creek,151,0.1,0.5,NA,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,20190812,1,"Back sound, NC",S14,seagrass,115,0.1,0.5,NA,33,0,0.869565217,0,0,0,0.869565217,0.869565217,14.7826087,0.869565217,0.869565217,0,8.695652174,0.869565217,0,6.086956522,0.869565217,0,0,0,0,64.34782609,0,0,0,0,0,0.869565217,0.869565217,2.608695652,0,0,0,0,0,0,0
38,20190812,2,"Back sound, NC",S14,seagrass,95,0.1,0.5,NA,33,0,0,0,0,0,2.105263158,0,23.15789474,0,0,1.052631579,6.315789474,1.052631579,0,6.315789474,1.052631579,0,0,0,0,122.1052632,0,0,0,0,0,1.052631579,1.052631579,0,0,0,0,0,0,0,0
39,20190812,1,"Back sound, NC",S15,seagrass,130,0.1,1.5,NA,NA,0,0,0,0,0,0,4.615384615,12.30769231,0,0,0.769230769,7.692307692,0,0.769230769,1.538461538,1.538461538,0,0,0,0,69.23076923,0,0,0,0,0,0,0,5.384615385,0,0,0,0,0,0,0
40,20190812,2,"Back sound, NC",S15,seagrass,132,0.1,1.5,NA,NA,0,0,0,0,0.757575758,0,0,64.39393939,0,0,1.515151515,7.575757576,2.272727273,0,2.272727273,1.515151515,0,1.515151515,0.757575758,0,209.0909091,0,0,0,0,0,0,0,3.787878788,0.757575758,0,0,0,0,0,0
41,20190820,1,"Back sound, NC",SG17,seagrass,120,0.12,1,29.4,32,0,0,0,0,0,0,0,6.666666667,0,0.833333333,0.833333333,10.83333333,0.833333333,0,0,0.833333333,0,0,0,0,58.33333333,0,0,0,0,0,0,0,3.333333333,0,0,0,0.833333333,0,0,0
42,20190820,2,"Back sound, NC",SG17,seagrass,101,0.0976,1,29.4,32,0,0,0,0,0,0,4.95049505,3.96039604,0.99009901,0,0,5.940594059,0,0,0,2.97029703,0,0,1.98019802,0.99009901,66.33663366,0,0,0,0,0,0,0,2.97029703,0,0,0,0,0,0,0
43,20190820,1,"Back sound, NC",C6,creek,155,0.175,0.75-1.5,29.4,34,0,0,0,0,0,0,1.290322581,0,0,0,0,0,0,0,0,0,0,0,0,1.290322581,5.806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,20190820,1,"Back sound, NC",SG1,seagrass,113,0.11,1,30.4,34,0,0,0,0,0,0,2.654867257,0,0,0,0,0,3.539823009,0,0.884955752,0,0,0,0,0,10.61946903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,20190820,2,"Back sound, NC",SG1,seagrass,129,0.1267,1,30.4,34,0,0,0,0,1.550387597,0,18.60465116,2.325581395,0,0,0,3.100775194,0.775193798,0,0,0,0.775193798,0,0,0,51.9379845,0,0.775193798,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20190820,1,"Back sound, NC",C3,creek,115,0.1167,1,30.5,34,0,0,0,0,0,0,29.56521739,0,0,0,0,0,0,0,0,0,0,0,0,0,6.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,20190820,2,"Back sound, NC",C3,creek,134,0.1333,1,30.5,34,0,0,0,0,0.746268657,0,23.88059701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746268657,0,0,0.746268657,0,0
